"sec_idx","security","volatility","volatility_state","symbol","last_price","mu","sigma"
250,"KBH US Equity",0,0,"KBH",22.38,-0.00372309772505775,0.183012937447242
251,"KEY US Equity",0,0,"KEY",17.5437,0.118959107923539,0.110282840214142
252,"KGC US Equity",0,0,"KGC",3.47,0.139913332521294,0.198503637756493
253,"KHC US Equity",0,0,"KHC",48,0.0992828161869488,0.195910585109342
254,"KKR US Equity",0,0,"KKR",23.89,0.247378215357777,0.10765187410112
255,"KMI US Equity",0,0,"KMI",18.7,0.123512022849689,0.082128032382071
256,"KNX US Equity",0,0,"KNX",33.9,0.161399544477396,0.19235917930558
257,"KO US Equity",0,0,"KO",45.32,0.131387074955591,0.103851413933101
258,"KR US Equity",0,0,"KR",29.5,0.0839602296837951,0.104660661753661
259,"KSS US Equity",0,0,"KSS",66.0763,0.138823149747539,0.151535258408303
260,"LB US Equity",0,0,"LB",27.34,0.0963744945753238,0.23666170757686
261,"LEAF US Equity",0,0,"LEAF",8.27,0.718880351729268,0.206580400118782
262,"LEN US Equity",0,0,"LEN",49.07,0.152043957421892,0.146464244942451
263,"LITE US Equity",0,0,"LITE",46.1813,0.424534678992506,0.233090972420381
264,"LKQ US Equity",0,0,"LKQ",27.15,0.519680836369817,0.205172120158959
265,"LLY US Equity",0,0,"LLY",121.8,0.0053352515203847,0.106522618183212
266,"LM US Equity",0,0,"LM",30.58,-0.0527187087373994,0.12802880601947
267,"LMT US Equity",0,0,"LMT",307.05,0.0774872122529002,0.0764443181892187
268,"LNG US Equity",0,0,"LNG",66.22,0.169905582893383,0.0964820595867528
269,"LOGM US Equity",0,0,"LOGM",83.25,0.193672040610368,0.226228388972955
270,"LOW US Equity",0,0,"LOW",104.69,0.0511843277499461,0.090357491976968
271,"LOXO US Equity",0,0,"LOXO",234.8,-0.0350869181221916,0.0478229870419216
272,"LRCX US Equity",0,0,"LRCX",180.9,0.118102145777133,0.154141208806423
273,"LULU US Equity",0,0,"LULU",151.3,0.130639238152349,0.138015319351577
274,"LUV US Equity",0,0,"LUV",57.93,0.122217793986264,0.0778308566898761
275,"LVS US Equity",0,0,"LVS",60.31,0.0620889796710482,0.126297092478287
276,"M US Equity",0,0,"M",24.88,0.168171860326902,0.288538981943264
277,"MA US Equity",0,0,"MA",222.11,0.0704474457582979,0.0521024728071768
278,"MAR US Equity",0,0,"MAR",121.05,0.0469741705043367,0.105486669053335
279,"MAT US Equity",0,0,"MAT",13.85,0.00837185895559629,0.224221291775526
280,"MBI US Equity",0,0,"MBI",9.82,0.277774013623883,0.38374249234912
281,"MCD US Equity",0,0,"MCD",179.98,0.0993245351215225,0.0441187070711997
282,"MCO US Equity",0,0,"MCO",169.26,0.0121011805886059,0.0640525183813111
283,"MDCO US Equity",0,0,"MDCO",25,0.84181931501016,0.663934321222612
284,"MDLZ US Equity",0,0,"MDLZ",47.76,0.0546303742046211,0.0620718066035324
285,"MDR US Equity",0,0,"MDR",7.17,0.826916358191138,1.17513179025328
286,"MDRX US Equity",0,0,"MDRX",12.21,0.0469992609787926,0.152763185608803
287,"MDT US Equity",0,0,"MDT",92.4,0.142718280878215,0.0704188312115398
288,"MET US Equity",0,0,"MET",44.8,0.138782825830498,0.0809162817602057
289,"MGM US Equity",0,0,"MGM",28,0.202341245581589,0.151276147866837
290,"MHK US Equity",0,0,"MHK",139.21,0.0276268545818286,0.162029274648139
291,"MLCO US Equity",0,0,"MLCO",21.69,0.119246462978521,0.260897401131326
292,"MLM US Equity",0,0,"MLM",190.06,0.135820259058257,0.130436431556208
293,"MLNX US Equity",0,0,"MLNX",99,0.160790141960448,0.113092637775004
294,"MMM US Equity",0,0,"MMM",208.5,-0.0661459518902069,0.113230434854368
295,"MNST US Equity",0,0,"MNST",58.72,0.0622751358306714,0.12484809457774
296,"MO US Equity",0,0,"MO",48.85,0.162488684155446,0.161018382425572
297,"MPC US Equity",0,0,"MPC",65.01,0.379812771999179,0.195712833953282
298,"MRK US Equity",0,0,"MRK",79.84,0.0501287304060957,0.0758676490316206
299,"MRO US Equity",0,0,"MRO",17.0999,0.226307210625319,0.182329827361007
300,"MRVL US Equity",0,0,"MRVL",18.92,0.159310675772235,0.177090354856206
301,"MS US Equity",0,0,"MS",41.89,0.228397359854072,0.131555484189365
302,"MSFT US Equity",0,0,"MSFT",108.2,0.122781628777758,0.1462439746623
303,"MT US Equity",0,0,"MT",23.08,0.237568275598473,0.781341901594398
304,"MTCH US Equity",0,0,"MTCH",57.3,0.0470469957941631,0.119437870753462
305,"MTG US Equity",0,0,"MTG",13.1,0.205765717050752,0.191620041487612
306,"MU US Equity",0,0,"MU",42,0.200837712831509,0.371284063427474
307,"MYL US Equity",0,0,"MYL",32.22,0.229720980874573,0.178807005167375
308,"NBEV US Equity",0,0,"NBEV",6.52,0.348245752135429,0.499167094071532
309,"NBR US Equity",0,0,"NBR",3.2,0.775612606391892,0.869114016458519
310,"NCR US Equity",0,0,"NCR",27.7,0.1354232501434,0.163028938313738
311,"NEM US Equity",0,0,"NEM",33.46,0.1350008212798,0.164446698414241
312,"NFLX US Equity",0,0,"NFLX",357.21,0.167624968570009,0.157558702814267
313,"NGL US Equity",0,0,"NGL",13.72,0.0869074979873534,0.127965972593318
314,"NIO US Equity",0,0,"NIO",7.44,0.225304381243672,0.356311554526342
315,"NKE US Equity",0,0,"NKE",85.3,0.0274589834749307,0.110837253200032
316,"NKTR US Equity",0,0,"NKTR",42.48,0.554562724092101,0.65225282700682
317,"NLSN US Equity",0,0,"NLSN",26.3,0.0646142947344243,0.128021060763809
318,"NOC US Equity",0,0,"NOC",286.95,0.0921301221217107,0.0786867342495566
319,"NOK US Equity",0,0,"NOK",6.3,0.194918641411896,0.130347795805396
320,"NOW US Equity",0,0,"NOW",234.69,0.00522662139703584,0.0576838193571425
321,"NRG US Equity",0,0,"NRG",42.93,0.0527868312844726,0.112848614855679
322,"NSC US Equity",0,0,"NSC",189.89,0.0299948798069191,0.0749992140341972
323,"NTAP US Equity",0,0,"NTAP",64.03,0.260770176311709,0.174356271129902
324,"NTES US Equity",0,0,"NTES",228.89,0.191317744861682,0.117152346245253
325,"NTNX US Equity",0,0,"NTNX",53.75,0.168646597544273,0.171151930327698
326,"NTR US Equity",0,0,"NTR",53.44,0.198828031923986,0.124015593253694
327,"NUE US Equity",0,0,"NUE",59.97,0.110939711893329,0.148766861993111
328,"NVAX US Equity",0,0,"NVAX",2.13,0.809751490352396,1.26012963712339
329,"NVDA US Equity",0,0,"NVDA",157.26,0.0882688783215742,0.201491045008628
330,"NWL US Equity",0,0,"NWL",17.23,0.280372825753294,0.240210566836045
331,"NXPI US Equity",0,0,"NXPI",93.4,0.0843784966610167,0.144618153857596
332,"NYCB US Equity",0,0,"NYCB",12.05,-0.0769736136744351,0.0724659353557761
333,"OAS US Equity",0,0,"OAS",6.16,0.617269843437077,0.509145785674201
334,"OFG US Equity",0,0,"OFG",20.05,0.046850964172528,0.0635234344985006
335,"OKE US Equity",0,0,"OKE",67.14,0.102949936417993,0.076943653561675
336,"OLED US Equity",0,0,"OLED",118.25,0.0818662213402076,0.245053000544931
337,"OMC US Equity",0,0,"OMC",75,0.0537847696039159,0.0745920498934274
338,"OPK US Equity",0,0,"OPK",2.86,0.862628114023085,2.55466739854275
339,"ORCL US Equity",0,0,"ORCL",51.52,0.0669080310257298,0.0707789857784342
340,"OSTK US Equity",0,0,"OSTK",19.73,1.34818978207589,1.61549525450247
341,"OXY US Equity",0,0,"OXY",67.19,0.148107345258604,0.15501726950073
342,"PAA US Equity",0,0,"PAA",24.38,0.138588719341716,0.0861475788757617
343,"PAGP US Equity",0,0,"PAGP",24.2645,0.114991661474279,0.101127173849322
344,"PANW US Equity",0,0,"PANW",226.7,0.120944950426586,0.0937541887069944
345,"PBR US Equity",0,0,"PBR",16.6994,-0.0694080014425131,0.146091045528794
346,"PCG US Equity",0,0,"PCG",15.41,0.109438871176891,0.41351487357146
347,"PEP US Equity",0,0,"PEP",115.97,0.0240957781852066,0.06815318007307
348,"PFE US Equity",0,0,"PFE",42.4,0.0982095227877884,0.105921469209661
349,"PG US Equity",0,0,"PG",98.56,-0.0157228125466095,0.0606263389479544
350,"PHM US Equity",0,0,"PHM",27.12,0.00427704841611242,0.1444082287202
351,"PM US Equity",0,0,"PM",83.7,0.076525164652734,0.112177733917325
352,"PNC US Equity",0,0,"PNC",124.15,0.117132940703397,0.0840363452194223
353,"PRTA US Equity",0,0,"PRTA",13.15,0.107225652106902,0.263759021725163
354,"PRU US Equity",0,0,"PRU",94.35,0.137951245027932,0.118600314221718
355,"PSX US Equity",0,0,"PSX",95.99,0.237663350227199,0.101170373030089
356,"PVG US Equity",0,0,"PVG",7.25,0.729126635461796,0.580939373085078
357,"PXD US Equity",0,0,"PXD",145.35,0.346875153455134,0.235812393234169
358,"PYPL US Equity",0,0,"PYPL",94.91,0.0670910034343382,0.0655617516352939
359,"PZZA US Equity",0,0,"PZZA",45.26,0.0432088838904243,0.187259845062915
360,"QCOM US Equity",0,0,"QCOM",52,0.228171559046006,0.172570098290314
361,"QEP US Equity",0,0,"QEP",8.37,0.2731613218063,0.37211904633856
362,"QHC US Equity",0,0,"QHC",2.74,1.12124555620356,0.581326382456488
363,"QURE US Equity",0,0,"QURE",37.46,0.59287719447206,0.372232908599041
364,"RACE US Equity",0,0,"RACE",126.81,0.0130357621591515,0.184894867101294
365,"RCII US Equity",0,0,"RCII",17.96,-0.064290265804536,0.104388070911949
366,"RCL US Equity",0,0,"RCL",117.97,0.0500864586055993,0.21141069398655
367,"RDFN US Equity",0,0,"RDFN",20,-0.0574840366587218,0.189269248320634
368,"RDN US Equity",0,0,"RDN",21.1763,0.129286049416838,0.170579997788125
369,"REGN US Equity",0,0,"REGN",414.98,0.0593271659641465,0.109433901931411
370,"RESI US Equity",0,0,"RESI",11.3,0.195938496905835,0.180916833546666
371,"RF US Equity",0,0,"RF",16,0.0785793014133691,0.106811573086912
372,"RH US Equity",0,0,"RH",145.05,0.142472976409753,0.182584172359761
373,"RIG US Equity",0,0,"RIG",8.95,0.24875902747189,0.472499357787142
374,"RIO US Equity",0,0,"RIO",57.16,-0.0282225356338489,0.213882162943716
375,"RIOT US Equity",0,0,"RIOT",2.48,0.405183268062531,0.952152261610855
376,"ROKU US Equity",0,0,"ROKU",52.36,0.0487509912576138,0.210467831535373
377,"RRC US Equity",0,0,"RRC",10.87,0.540865256878171,0.461699498446628
378,"RTN US Equity",0,0,"RTN",185,0.0938594458426561,0.092082298105604
379,"S US Equity",0,0,"S",6.3,-0.0054409195041701,0.166065819380061
380,"SBUX US Equity",0,0,"SBUX",70.75,-0.00686662996760967,0.0732238284984467
381,"SC US Equity",0,0,"SC",20.593,0.133412681592132,0.0769209218122582
382,"SCHW US Equity",0,0,"SCHW",46.36,0.148309074120579,0.0915401064994482
383,"SE US Equity",0,0,"SE",16,0.110019493833249,0.125342049144649
384,"SEM US Equity",0,0,"SEM",15.74,0.376740869823214,0.222539297593515
385,"SFIX US Equity",0,0,"SFIX",25.5,0.10281011273981,0.372434240661629
386,"SGMO US Equity",0,0,"SGMO",8.85,0.764809132491075,1.0069780112615
387,"SGMS US Equity",0,0,"SGMS",25.75,0.376268495632888,0.420448171660079
388,"SHOP US Equity",0,0,"SHOP",178.56,0.0904910867142954,0.101379339431126
389,"SIRI US Equity",0,0,"SIRI",6.04,0.085000207784664,0.131618714537832
390,"SIX US Equity",0,0,"SIX",54.4,0.045385558348618,0.0843835261537024
391,"SKX US Equity",0,0,"SKX",32.22,0.128757787686082,0.151824303006139
392,"SLB US Equity",0,0,"SLB",44.95,0.164006015158606,0.156276165807491
393,"SN US Equity",0,0,"SN",0.3753,0.795483065690709,0.481613256883427
394,"SNAP US Equity",0,0,"SNAP",9.16,-0.111226373250271,0.261548914010118
395,"SNV US Equity",0,0,"SNV",39.195,0.117249022442559,0.104989382734077
396,"SO US Equity",0,0,"SO",48.5,-0.00392767427481074,0.057252199789376
397,"SPG US Equity",0,0,"SPG",184,0.0828634446123811,0.052328347709021
398,"SPLK US Equity",0,0,"SPLK",136.25,-0.00755341001870533,0.0776585663167976
399,"SPOT US Equity",0,0,"SPOT",148,0.0779280310340797,0.241354028851546
400,"SPWR US Equity",0,0,"SPWR",5.92,0.174201850642356,0.246501367222588
401,"SQ US Equity",0,0,"SQ",75.85,0.137220950845407,0.216677704130353
402,"SRPT US Equity",0,0,"SRPT",138.45,0.436024728324254,0.226168355534781
403,"STLD US Equity",0,0,"STLD",37.09,0.0953125427440746,0.144560070477602
404,"STNG US Equity",0,0,"STNG",19.77,0.552501546280885,0.395748273503761
405,"STT US Equity",0,0,"STT",70.7713,0.106684259081073,0.0888338202426455
406,"STX US Equity",0,0,"STX",45.5,-0.0506527724786091,0.202578583882185
407,"STZ US Equity",0,0,"STZ",174.01,0.198627524983193,0.141432924532234
408,"SU US Equity",0,0,"SU",34.04,0.178805103672907,0.0933989956793936
409,"SWK US Equity",0,0,"SWK",136.39,0.0395367034205512,0.112687835097585
410,"SWKS US Equity",0,0,"SWKS",83.1001,0.073887242146973,0.117464901630165
411,"SWN US Equity",0,0,"SWN",4.18,0.262262405750457,0.29308609297197
412,"SYF US Equity",0,0,"SYF",31.51,0.123715150884103,0.138871355664831
413,"SYMC US Equity",0,0,"SYMC",23.215,-0.0172499675644084,0.0662279515841669
414,"SYY US Equity",0,0,"SYY",67.54,0.072958215134026,0.102207383761381
415,"T US Equity",0,0,"T",30.5,0.089837462821172,0.140747358121771
416,"TAL US Equity",0,0,"TAL",32.74,0.0054145956133404,0.128456012354034
417,"TAP US Equity",0,0,"TAP",60.91,0.0825383840228806,0.104247207497809
418,"TECK US Equity",0,0,"TECK",21.65,0.234344996739743,0.267154266875507
419,"TEVA US Equity",0,0,"TEVA",17.93,0.0781063237888235,0.249867146772388
420,"TGT US Equity",0,0,"TGT",73.01,0.0682320939834332,0.136345051028887
421,"THC US Equity",0,0,"THC",24.285,0.215925635352409,0.227230796481055
422,"TJX US Equity",0,0,"TJX",50.5,0.0573415619930656,0.0948936303345821
423,"TLRY US Equity",0,0,"TLRY",76.6,0.574468532750495,0.927402218198856
424,"TME US Equity",0,0,"TME",16.3,0.028711588931149,0.123983001722786
425,"TMUS US Equity",0,0,"TMUS",72.06,0.114853143839544,0.0840156025522803
426,"TNDM US Equity",0,0,"TNDM",51.4,0.0350573636598185,0.14923419685541
427,"TPR US Equity",0,0,"TPR",36.03,0.142539040872785,0.181093712110188
428,"TPX US Equity",0,0,"TPX",56.99,0.0867555138075411,0.141105130890042
429,"TRGP US Equity",0,0,"TRGP",45.6,0.209900734709925,0.144630111242767
430,"TRIP US Equity",0,0,"TRIP",56.5,0.074205228112867,0.162963703041175
431,"TRUE US Equity",0,0,"TRUE",7.8,0.134990288891319,0.18134238774763
432,"TSLA US Equity",0,0,"TSLA",307.75,0.00315512687972823,0.40363818756779
433,"TSN US Equity",0,0,"TSN",62.12,0.0297425989861854,0.231945522605341
434,"TTD US Equity",0,0,"TTD",159,-0.160682100530226,0.183812071335911
435,"TTM US Equity",0,0,"TTM",11.41,0.883213569034985,2.4587389682662
436,"TTWO US Equity",0,0,"TTWO",93.74,0.242803394820905,0.194533056171434
437,"TWLO US Equity",0,0,"TWLO",106.75,0.178325498786128,0.0898689603047564
438,"TWTR US Equity",0,0,"TWTR",31.26,-0.0121260097971127,0.172026966131705
439,"TXN US Equity",0,0,"TXN",107.57,0.042215451556415,0.119896360868717
440,"UA US Equity",0,0,"UA",19.14,0.0550500436763876,0.248896798756642
441,"UAA US Equity",0,0,"UAA",21.16,0.0939943157209162,0.289101107970701
442,"UAL US Equity",0,0,"UAL",88.21,0.14948919874833,0.167284482731013
443,"UFS US Equity",0,0,"UFS",51.81,0.0228112266564096,0.0513137059208612
444,"ULTA US Equity",0,0,"ULTA",306.37,0.0586689110530771,0.0859450893752109
445,"UN US Equity",0,0,"UN",55.15,0.149191505803005,0.166902584691202
446,"UNH US Equity",0,0,"UNH",270.6,0.121924695229706,0.0763394447570778
447,"UNIT US Equity",0,0,"UNIT",13.99,0.597385387464811,0.308817535309281
448,"UNP US Equity",0,0,"UNP",170.24,0.0407354325337418,0.0522837106779835
449,"UPS US Equity",0,0,"UPS",110.85,0.0790205118712847,0.108431258838229
450,"URBN US Equity",0,0,"URBN",30.475,0.286073043018545,0.203351439156213
451,"URI US Equity",0,0,"URI",134.75,0.128659618886093,0.320749377949651
452,"USB US Equity",0,0,"USB",51.31,0.0710633836202285,0.0747604265950965
453,"UTX US Equity",0,0,"UTX",127.6,0.0923691454680915,0.087785523280828
454,"UXIN US Equity",0,0,"UXIN",4.05,0.986172928947388,1.22813778194262
455,"V US Equity",0,0,"V",144.91,0.112459287228662,0.082237114035181
456,"VALE US Equity",0,0,"VALE",12.35,0.0101665724785432,0.253594308573042
457,"VIAB US Equity",0,0,"VIAB",29.15,0.195530282241133,0.128708138245172
458,"VIPS US Equity",0,0,"VIPS",7.01,0.00645253422707835,0.262156137746478
459,"VKTX US Equity",0,0,"VKTX",9.08,2.02405975992783,1.01368629956599
460,"VLO US Equity",0,0,"VLO",84.11,0.264425208457036,0.194811658401082
461,"VMW US Equity",0,0,"VMW",169.745,0.0318213313906505,0.111144234777108
462,"VNOM US Equity",0,0,"VNOM",35.19,0.15426306157441,0.17318671191843
463,"VOD US Equity",0,0,"VOD",18.01,0.471111380604232,0.737196891279831
464,"VRTX US Equity",0,0,"VRTX",188.07,0.105983802809158,0.0706034043761633
465,"VTR US Equity",0,0,"VTR",65.09,-0.0613520561552392,0.0742793228974935
466,"VZ US Equity",0,0,"VZ",55.1,0.100813120279926,0.0576547753469346
467,"W US Equity",0,0,"W",122.11,0.0174311627534614,0.166177717536016
468,"WB US Equity",0,0,"WB",64.5,0.172612941789814,0.149000109597065
469,"WBA US Equity",0,0,"WBA",73.6,0.0685928550809343,0.113686880650468
470,"WDAY US Equity",0,0,"WDAY",190.51,-0.0718594744756423,0.0987278192171574
471,"WDC US Equity",0,0,"WDC",47.89,0.18791889383463,0.424684731072809
472,"WFC US Equity",0,0,"WFC",49.22,0.10410169390684,0.134300400277585
473,"WFT US Equity",0,0,"WFT",0.84,1.69570741776849,2.25372351583663
474,"WHR US Equity",0,0,"WHR",140.63,-0.0439882812973198,0.107760035510292
475,"WLL US Equity",0,0,"WLL",29.35,0.3133372615667,0.373400833507896
476,"WMB US Equity",0,0,"WMB",27.27,0.155305608651539,0.0888222054830105
477,"WMT US Equity",0,0,"WMT",100.15,0.0630480009847752,0.0654567821162609
478,"WPM US Equity",0,0,"WPM",21.49,0.332427313541707,0.165318509713597
479,"WPX US Equity",0,0,"WPX",13.41,0.380918370233468,0.269339254893372
480,"WTW US Equity",0,0,"WTW",30.45,1.39279676200622,0.916706821115234
481,"WY US Equity",0,0,"WY",25.5178,0.106361098354614,0.173263450688435
482,"WYNN US Equity",0,0,"WYNN",124.85,0.0752977792533557,0.125792282154532
483,"X US Equity",0,0,"X",22.92,0.030915449698865,0.173769105063742
484,"XLNX US Equity",0,0,"XLNX",119.31,-0.105607463407508,0.102086819320922
485,"XOM US Equity",0,0,"XOM",77.71,0.0829630179370689,0.129881299040926
486,"XPO US Equity",0,0,"XPO",52,0.588703743733106,0.468553767908144
487,"XRX US Equity",0,0,"XRX",30.32,0.0384840818402438,0.191385679955157
488,"YELP US Equity",0,0,"YELP",39.93,0.000136845271100187,0.175482862497218
489,"YETI US Equity",0,0,"YETI",22.8,0.194425007067803,0.221778410894448
490,"YNDX US Equity",0,0,"YNDX",31.87,0.261106939949874,0.183708342960254
491,"YPF US Equity",0,0,"YPF",15.5,0.430967029344424,0.326808378718856
492,"YUM US Equity",0,0,"YUM",94.12,0.0362443658271852,0.0932503946558747
493,"Z US Equity",0,0,"Z",37.53,0.108607488782959,0.283859967729624
494,"ZAYO US Equity",0,0,"ZAYO",25.74,0.292008451200237,0.148826553488622
495,"ZION US Equity",0,0,"ZION",50.01,0.0931293720033121,0.0942295517554797
496,"ZIOP US Equity",0,0,"ZIOP",2.59,0.551136668049611,0.562990777630743
497,"ZNGA US Equity",0,0,"ZNGA",5.02,0.0867808263028969,0.09517305846322
498,"ZTS US Equity",0,0,"ZTS",95.48,0.0679479109564768,0.0820445319041061
